,Code5,Level1,Level2,Level3,Level4,Level5,Drug,ATC_5,ATC_4,ATC_3,ATC_2,ATC_1,covid
448,A12AA01,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,CALCIUM,Calcium,calcium phosphate,calcium phosphate,A12AA,A12A,A12,A1,A,No
449,A12AA02,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,CALCIUM,Calcium,calcium glubionate,calcium glubionate,A12AA,A12A,A12,A1,A,No
450,A12AA03,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,CALCIUM,Calcium,calcium gluconate,calcium gluconate,A12AA,A12A,A12,A1,A,No
451,A12AA05,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,CALCIUM,Calcium,calcium lactate,calcium lactate,A12AA,A12A,A12,A1,A,No
452,A12AA06,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,CALCIUM,Calcium,calcium lactate gluconate,calcium lactate gluconate,A12AA,A12A,A12,A1,A,No
453,A12AA07,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,CALCIUM,Calcium,calcium chloride,calcium chloride,A12AA,A12A,A12,A1,A,No
454,A12AA08,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,CALCIUM,Calcium,calcium glycerylphosphate,calcium glycerylphosphate,A12AA,A12A,A12,A1,A,No
455,A12AA09,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,CALCIUM,Calcium,calcium citrate lysine complex,calcium citrate lysine complex,A12AA,A12A,A12,A1,A,No
456,A12AA10,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,CALCIUM,Calcium,calcium glucoheptonate,calcium glucoheptonate,A12AA,A12A,A12,A1,A,No
457,A12AA11,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,CALCIUM,Calcium,calcium pangamate,calcium pangamate,A12AA,A12A,A12,A1,A,No
458,A12AA12,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,CALCIUM,Calcium,calcium acetate anhydrous,calcium acetate anhydrous,A12AA,A12A,A12,A1,A,No
459,A12AA13,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,CALCIUM,Calcium,calcium citrate,calcium citrate,A12AA,A12A,A12,A1,A,No
460,A12AA20,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,CALCIUM,Calcium,calcium (different salts in combination),calcium (different salts in combination),A12AA,A12A,A12,A1,A,No
461,A12AA30,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,CALCIUM,Calcium,calcium laevulate,calcium laevulate,A12AA,A12A,A12,A1,A,No
462,A12BA01,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,POTASSIUM,Potassium,potassium chloride,potassium chloride,A12BA,A12B,A12,A1,A,No
463,A12BA02,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,POTASSIUM,Potassium,potassium citrate,potassium citrate,A12BA,A12B,A12,A1,A,No
464,A12BA03,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,POTASSIUM,Potassium,potassium hydrogentartrate,potassium hydrogentartrate,A12BA,A12B,A12,A1,A,No
465,A12BA04,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,POTASSIUM,Potassium,potassium hydrogencarbonate,potassium hydrogencarbonate,A12BA,A12B,A12,A1,A,No
466,A12BA05,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,POTASSIUM,Potassium,potassium gluconate,potassium gluconate,A12BA,A12B,A12,A1,A,No
467,A12BA51,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,POTASSIUM,Potassium,"potassium chloride, combinations","potassium chloride, combinations",A12BA,A12B,A12,A1,A,No
468,A12CA01,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Sodium,sodium chloride,sodium chloride,A12CA,A12C,A12,A1,A,No
469,A12CB01,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Zinc,zinc sulfate,zinc sulfate,A12CB,A12C,A12,A1,A,No
470,A12CB02,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Zinc,zinc gluconate,zinc gluconate,A12CB,A12C,A12,A1,A,No
471,A12CB03,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Zinc,zinc protein complex,zinc protein complex,A12CB,A12C,A12,A1,A,No
472,A12CC01,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium,magnesium chloride,magnesium chloride,A12CC,A12C,A12,A1,A,No
473,A12CC03,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium,magnesium gluconate,magnesium gluconate,A12CC,A12C,A12,A1,A,No
474,A12CC05,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium,magnesium aspartate,magnesium aspartate,A12CC,A12C,A12,A1,A,No
475,A12CC06,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium,magnesium lactate,magnesium lactate,A12CC,A12C,A12,A1,A,No
476,A12CC07,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium,magnesium levulinate,magnesium levulinate,A12CC,A12C,A12,A1,A,No
477,A12CC08,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium,magnesium pidolate,magnesium pidolate,A12CC,A12C,A12,A1,A,No
478,A12CC09,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium,magnesium orotate,magnesium orotate,A12CC,A12C,A12,A1,A,No
479,A12CC30,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium,magnesium (different salts in combination),magnesium (different salts in combination),A12CC,A12C,A12,A1,A,No
480,A12CD51,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Fluoride,"fluoride, combinations","fluoride, combinations",A12CD,A12C,A12,A1,A,No
481,A12CE01,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Selenium,sodium selenate,sodium selenate,A12CE,A12C,A12,A1,A,No
482,A12CE02,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Selenium,sodium selenite,sodium selenite,A12CE,A12C,A12,A1,A,No
483,A14AA01,ALIMENTARY TRACT AND METABOLISM,ANABOLIC AGENTS FOR SYSTEMIC USE,ANABOLIC STEROIDS,Androstan derivatives,androstanolone,androstanolone,A14AA,A14A,A14,A1,A,Yes
484,A14AA02,ALIMENTARY TRACT AND METABOLISM,ANABOLIC AGENTS FOR SYSTEMIC USE,ANABOLIC STEROIDS,Androstan derivatives,stanozolol,stanozolol,A14AA,A14A,A14,A1,A,No
485,A14AA03,ALIMENTARY TRACT AND METABOLISM,ANABOLIC AGENTS FOR SYSTEMIC USE,ANABOLIC STEROIDS,Androstan derivatives,metandienone,metandienone,A14AA,A14A,A14,A1,A,No
486,A14AA04,ALIMENTARY TRACT AND METABOLISM,ANABOLIC AGENTS FOR SYSTEMIC USE,ANABOLIC STEROIDS,Androstan derivatives,metenolone,metenolone,A14AA,A14A,A14,A1,A,No
487,A14AA05,ALIMENTARY TRACT AND METABOLISM,ANABOLIC AGENTS FOR SYSTEMIC USE,ANABOLIC STEROIDS,Androstan derivatives,oxymetholone,oxymetholone,A14AA,A14A,A14,A1,A,No
488,A14AA06,ALIMENTARY TRACT AND METABOLISM,ANABOLIC AGENTS FOR SYSTEMIC USE,ANABOLIC STEROIDS,Androstan derivatives,quinbolone,quinbolone,A14AA,A14A,A14,A1,A,No
489,A14AA07,ALIMENTARY TRACT AND METABOLISM,ANABOLIC AGENTS FOR SYSTEMIC USE,ANABOLIC STEROIDS,Androstan derivatives,prasterone,prasterone,A14AA,A14A,A14,A1,A,No
490,A14AA08,ALIMENTARY TRACT AND METABOLISM,ANABOLIC AGENTS FOR SYSTEMIC USE,ANABOLIC STEROIDS,Androstan derivatives,oxandrolone,oxandrolone,A14AA,A14A,A14,A1,A,No
491,A14AA09,ALIMENTARY TRACT AND METABOLISM,ANABOLIC AGENTS FOR SYSTEMIC USE,ANABOLIC STEROIDS,Androstan derivatives,norethandrolone,norethandrolone,A14AA,A14A,A14,A1,A,No
492,A14AB01,ALIMENTARY TRACT AND METABOLISM,ANABOLIC AGENTS FOR SYSTEMIC USE,ANABOLIC STEROIDS,Estren derivatives,nandrolone,nandrolone,A14AB,A14A,A14,A1,A,No
493,A14AB02,ALIMENTARY TRACT AND METABOLISM,ANABOLIC AGENTS FOR SYSTEMIC USE,ANABOLIC STEROIDS,Estren derivatives,ethylestrenol,ethylestrenol,A14AB,A14A,A14,A1,A,No
494,A14AB03,ALIMENTARY TRACT AND METABOLISM,ANABOLIC AGENTS FOR SYSTEMIC USE,ANABOLIC STEROIDS,Estren derivatives,oxabolone cipionate,oxabolone cipionate,A14AB,A14A,A14,A1,A,No
495,A16AA01,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Amino acids and derivatives,levocarnitine,levocarnitine,A16AA,A16A,A16,A1,A,No
496,A16AA02,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Amino acids and derivatives,ademetionine,ademetionine,A16AA,A16A,A16,A1,A,No
497,A16AA03,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Amino acids and derivatives,glutamine,glutamine,A16AA,A16A,A16,A1,A,No
498,A16AA04,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Amino acids and derivatives,mercaptamine,mercaptamine,A16AA,A16A,A16,A1,A,No
499,A16AA05,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Amino acids and derivatives,carglumic acid,carglumic acid,A16AA,A16A,A16,A1,A,No
500,A16AA06,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Amino acids and derivatives,betaine,betaine,A16AA,A16A,A16,A1,A,No
501,A16AB01,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,alglucerase,alglucerase,A16AB,A16A,A16,A1,A,No
502,A16AB02,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,imiglucerase,imiglucerase,A16AB,A16A,A16,A1,A,No
503,A16AB03,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,agalsidase alfa,agalsidase alfa,A16AB,A16A,A16,A1,A,No
504,A16AB04,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,agalsidase beta,agalsidase beta,A16AB,A16A,A16,A1,A,No
505,A16AB05,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,laronidase,laronidase,A16AB,A16A,A16,A1,A,No
506,A16AB06,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,sacrosidase,sacrosidase,A16AB,A16A,A16,A1,A,No
507,A16AB07,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,alglucosidase alfa,alglucosidase alfa,A16AB,A16A,A16,A1,A,No
508,A16AB08,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,galsulfase,galsulfase,A16AB,A16A,A16,A1,A,No
509,A16AB09,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,idursulfase,idursulfase,A16AB,A16A,A16,A1,A,No
510,A16AB10,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,velaglucerase alfa,velaglucerase alfa,A16AB,A16A,A16,A1,A,No
511,A16AB11,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,taliglucerase alfa,taliglucerase alfa,A16AB,A16A,A16,A1,A,No
512,A16AX01,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,thioctic acid,thioctic acid,A16AX,A16A,A16,A1,A,No
513,A16AX02,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,anethole trithione,anethole trithione,A16AX,A16A,A16,A1,A,No
514,A16AX03,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,sodium phenylbutyrate,sodium phenylbutyrate,A16AX,A16A,A16,A1,A,No
515,A16AX04,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,nitisinone,nitisinone,A16AX,A16A,A16,A1,A,No
516,A16AX05,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,zinc acetate,zinc acetate,A16AX,A16A,A16,A1,A,No
517,A16AX06,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,miglustat,miglustat,A16AX,A16A,A16,A1,A,No
518,A16AX07,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,sapropterin,sapropterin,A16AX,A16A,A16,A1,A,No
519,A16AX08,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,teduglutide,teduglutide,A16AX,A16A,A16,A1,A,No
520,A16AX09,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,glycerol phenylbutyrate,glycerol phenylbutyrate,A16AX,A16A,A16,A1,A,No
521,A16AX10,ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,eliglustat,eliglustat,A16AX,A16A,A16,A1,A,No
522,B01AA01,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,dicoumarol,dicoumarol,B01AA,B01A,B01,B0,B,Yes
523,B01AA02,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,phenindione,phenindione,B01AA,B01A,B01,B0,B,Yes
524,B01AA03,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,warfarin,warfarin,B01AA,B01A,B01,B0,B,Yes
525,B01AA04,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,phenprocoumon,phenprocoumon,B01AA,B01A,B01,B0,B,Yes
526,B01AA07,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,acenocoumarol,acenocoumarol,B01AA,B01A,B01,B0,B,Yes
527,B01AA08,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,ethyl biscoumacetate,ethyl biscoumacetate,B01AA,B01A,B01,B0,B,Yes
528,B01AA09,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,clorindione,clorindione,B01AA,B01A,B01,B0,B,Yes
529,B01AA10,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,diphenadione,diphenadione,B01AA,B01A,B01,B0,B,Yes
530,B01AA11,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,tioclomarol,tioclomarol,B01AA,B01A,B01,B0,B,Yes
531,B01AA12,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,fluindione,fluindione,B01AA,B01A,B01,B0,B,Yes
532,B01AB01,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Heparin group,heparin,heparin,B01AB,B01A,B01,B0,B,Yes
533,B01AB02,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Heparin group,antithrombin III,antithrombin III,B01AB,B01A,B01,B0,B,Yes
534,B01AB04,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Heparin group,dalteparin,dalteparin,B01AB,B01A,B01,B0,B,Yes
535,B01AB05,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Heparin group,enoxaparin,enoxaparin,B01AB,B01A,B01,B0,B,Yes
536,B01AB06,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Heparin group,nadroparin,nadroparin,B01AB,B01A,B01,B0,B,Yes
537,B01AB07,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Heparin group,parnaparin,parnaparin,B01AB,B01A,B01,B0,B,Yes
538,B01AB08,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Heparin group,reviparin,reviparin,B01AB,B01A,B01,B0,B,Yes
539,B01AB09,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Heparin group,danaparoid,danaparoid,B01AB,B01A,B01,B0,B,Yes
540,B01AB10,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Heparin group,tinzaparin,tinzaparin,B01AB,B01A,B01,B0,B,Yes
541,B01AB11,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Heparin group,sulodexide,sulodexide,B01AB,B01A,B01,B0,B,Yes
542,B01AB12,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Heparin group,bemiparin,bemiparin,B01AB,B01A,B01,B0,B,Yes
543,B01AB51,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Heparin group,"heparin, combinations","heparin, combinations",B01AB,B01A,B01,B0,B,No
544,B01AC01,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,ditazole,ditazole,B01AC,B01A,B01,B0,B,Yes
545,B01AC02,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,cloricromen,cloricromen,B01AC,B01A,B01,B0,B,Yes
546,B01AC03,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,picotamide,picotamide,B01AC,B01A,B01,B0,B,Yes
547,B01AC04,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,clopidogrel,clopidogrel,B01AC,B01A,B01,B0,B,Yes
548,B01AC05,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,ticlopidine,ticlopidine,B01AC,B01A,B01,B0,B,Yes
549,B01AC07,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,dipyridamole,dipyridamole,B01AC,B01A,B01,B0,B,Yes
550,B01AC08,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,carbasalate calcium,carbasalate calcium,B01AC,B01A,B01,B0,B,Yes
551,B01AC09,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,epoprostenol,epoprostenol,B01AC,B01A,B01,B0,B,Yes
552,B01AC10,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,indobufen,indobufen,B01AC,B01A,B01,B0,B,Yes
553,B01AC11,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,iloprost,iloprost,B01AC,B01A,B01,B0,B,Yes
554,B01AC13,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,abciximab,abciximab,B01AC,B01A,B01,B0,B,Yes
555,B01AC15,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,aloxiprin,aloxiprin,B01AC,B01A,B01,B0,B,Yes
556,B01AC16,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,eptifibatide,eptifibatide,B01AC,B01A,B01,B0,B,Yes
557,B01AC17,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,tirofiban,tirofiban,B01AC,B01A,B01,B0,B,Yes
558,B01AC18,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,triflusal,triflusal,B01AC,B01A,B01,B0,B,Yes
559,B01AC19,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,beraprost,beraprost,B01AC,B01A,B01,B0,B,Yes
560,B01AC21,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,treprostinil,treprostinil,B01AC,B01A,B01,B0,B,Yes
561,B01AC22,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,prasugrel,prasugrel,B01AC,B01A,B01,B0,B,Yes
562,B01AC23,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,cilostazol,cilostazol,B01AC,B01A,B01,B0,B,Yes
563,B01AC24,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,ticagrelor,ticagrelor,B01AC,B01A,B01,B0,B,Yes
564,B01AC56,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,acetylsalicylic acid and esomeprazole,acetylsalicylic acid and esomeprazole,B01AC,B01A,B01,B0,B,No
565,B01AD01,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Enzymes,streptokinase,streptokinase,B01AD,B01A,B01,B0,B,Yes
566,B01AD02,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Enzymes,alteplase,alteplase,B01AD,B01A,B01,B0,B,Yes
567,B01AD03,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Enzymes,anistreplase,anistreplase,B01AD,B01A,B01,B0,B,Yes
568,B01AD04,BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Enzymes,urokinase,urokinase,B01AD,B01A,B01,B0,B,Yes
